,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,667,768,1436,80,85,165,0,0,0,0.038657407407278896,0.04188080419470425,0.0403179451462556
4,Venda Nova,Carreira,583.47,1189,1385,2575,80,85,165,0,0,0,0.06884787767027473,0.07547118459763053,0.07225988426921559
5,Carreira,Baguim,786.02,1502,1660,3162,79,85,164,0,0,0,0.08802675559617178,0.0904384729309144,0.08927673104405666
6,Baguim,Campainha,751.7,1850,1838,3689,79,85,164,0,0,0,0.10844716026139292,0.10013678704268045,0.10413995462974317
7,Campainha,Rio Tinto,859.99,2505,2257,4763,79,85,164,0,0,0,0.14682607511310586,0.12298285133066439,0.13446830668927948
8,Rio Tinto,Levada,452.83,2897,2587,5484,79,85,164,0,0,0,0.16978870266833573,0.14092764663012608,0.15483022850219047
9,Levada,Nau Vitória,1111.62,3895,3544,7439,83,90,173,0,0,0,0.2172761195157408,0.18233220070808853,0.19909720221696214
10,Nau Vitória,Nasoni,499.02,4093,3656,7749,86,91,177,0,0,0,0.22035315290102717,0.1860065103327235,0.20269470954670157
11,Nasoni,Contumil,650.0,4229,3723,7952,98,101,199,0,0,0,0.1997911287706185,0.17067177969366767,0.18501196165116104
12,Contumil,Estádio do Dragão,619.19,4934,4566,9501,83,96,179,0,0,0,0.27525717803951966,0.22022981252707344,0.24574529485966026
13,Estádio do Dragão,Campanhã,1166.02,8675,7898,16574,151,153,304,84,84,168,0.16231879417125084,0.14660187663961013,0.15442870475744644
14,Campanhã,Heroismo,950.92,16836,14560,31397,151,154,305,184,192,376,0.21516792479608562,0.18003197584512212,0.1973093734967924
15,Heroismo,24 de Agosto,571.9,18143,15806,33950,170,153,323,167,189,356,0.23220677098589843,0.19778368801429577,0.2148009604434927
16,24 de Agosto,Bolhão,680.44,24267,19241,43509,156,151,307,167,193,360,0.3230806969384977,0.23908827730446253,0.27963559736945076
17,Bolhão,Trindade,451.8,28917,26578,55495,156,151,307,167,189,356,0.3849867453933448,0.33436722722461015,0.35896058588366575
18,Trindade,Lapa,857.4300000000001,34344,34945,69289,240,244,484,169,182,351,0.36633060388718686,0.3571722409430637,0.36165371638430044
19,Lapa,Carolina Michaelis,460.97,31550,34893,66443,242,238,480,169,183,352,0.33498482464766005,0.36049679025031783,0.34791500527042124
20,Carolina Michaelis,Casa da Música,627.48,30119,32994,63113,245,236,481,169,181,350,0.3176052490181695,0.3441751296049673,0.33096208415143286
21,Casa da Música,Francos,871.87,27358,27486,54844,246,235,481,168,181,349,0.2885899795392848,0.28737241237471123,0.2879784852513052
22,Francos,Ramalde,965.03,25513,25676,51190,240,235,475,173,181,354,0.26929312565641733,0.2684491433694348,0.26886913085734326
23,Ramalde,Viso,621.15,24533,24578,49111,241,239,480,180,181,361,0.25372137267361045,0.25466395704184697,0.2541922160266146
24,Viso,Sete Bicas,743.81,23211,23179,46390,242,236,478,184,181,365,0.23708416493599482,0.24179327818153254,0.23941393265909786
25,Sete Bicas,Sra da Hora,674.5,18403,22529,40932,247,238,485,188,194,382,0.18407963224773163,0.22638081905466714,0.2051818804683788
26,Sra da Hora,Vasco da Gama,824.48,7369,7770,15140,160,149,309,0,0,0,0.21324452885905285,0.2414373203472679,0.2268391111624316
27,Vasco da Gama,Estádio do Mar,661.6,7234,7599,14833,168,163,331,0,0,0,0.1993647011077284,0.2158369410920989,0.20747640841120996
28,Estádio do Mar,Pedro Hispano,786.97,6926,7528,14455,156,146,302,0,0,0,0.2055695933255966,0.23872455676010038,0.2215981518071779
29,Pedro Hispano,Parque de Real,656.68,6440,6833,13274,155,147,302,0,0,0,0.19236498946487013,0.21522036027336647,0.20348995472595938
30,Parque de Real,C. Matosinhos,723.67,6161,6498,12660,155,147,302,0,0,0,0.18404123973097275,0.20466532825775666,0.1940801172589106
31,C. Matosinhos,Matosinhos Sul,616.61,4756,4735,9491,152,147,299,0,0,0,0.14488518531271363,0.14912469828567945,0.1469694943663122
32,Matosinhos Sul,Brito Capelo,535.72,2455,2960,5415,155,149,304,0,0,0,0.07332849874292996,0.09197922295216127,0.08246980764811242
33,Brito Capelo,Mercado,487.53,1182,1529,2711,156,147,303,0,0,0,0.035091377880469614,0.04815610883655563,0.04142971270074897
34,Mercado,Sr. de Matosinhos,708.96,291,284,576,156,139,295,0,0,0,0.008638107415441626,0.009492406075136574,0.009040641360179246
35,Sra da Hora,Fonte do Cuco,687.03,7729,10054,17783,93,84,177,84,100,184,0.1888848215283688,0.2341221867241553,0.2120493904848681
36,Fonte do Cuco,Custoias,689.2,7268,9712,16981,84,84,168,84,91,175,0.1864851974521132,0.23857166511517613,0.21309578212607438
37,Custoias,Esposade,1779.24,7001,9555,16557,84,84,168,84,84,168,0.17964218923837633,0.24516898831600195,0.21240558877718912
38,Esposade,Crestins,2035.56,6909,9490,16399,84,86,170,82,84,166,0.17955091665746714,0.24083045256456778,0.21055574347324135
39,Crestins,Verdes,591.8199999999999,6825,9404,16230,84,84,168,84,84,168,0.1751176088274329,0.24129768840363344,0.20820764861553318
40,Verdes,Pedras Rubras,960.78,4940,5609,10549,0,0,0,84,84,168,0.23713986202839135,0.2692573857459337,0.2531986238871626
41,Pedras Rubras,Lidador,1147.58,4458,4999,9457,0,0,0,84,84,168,0.21404311569602819,0.23996739602776712,0.22700525586189763
42,Lidador,Vilar do Pinheiro,1987.51,4308,4854,9163,0,0,0,84,84,168,0.20681649298423113,0.23304349473339325,0.21992999385881218
43,Vilar do Pinheiro,Modivas Sul,2037.38,4238,4750,8989,0,0,0,84,87,171,0.20345264566635307,0.22018899689301283,0.21196763137816244
44,Modivas Sul,Modivas Centro,1051.08,4222,4732,8955,0,0,0,84,82,166,0.2027130283412763,0.23273529574165183,0.21754330500893168
45,Modivas Centro,Modivas Norte,852.51,4202,4747,8950,0,0,0,84,84,168,0.20174687142062125,0.22790023089414532,0.21482355115738327
46,Modivas Norte,Mindelo,1834.12,3267,4659,7927,0,0,0,84,84,168,0.15685757501856698,0.2236732594490009,0.19026541723378393
47,Mindelo,Espaço Natureza,776.86,3171,4425,7596,0,0,0,86,84,170,0.14867833396623356,0.2124270325945158,0.18017769093550243
48,Espaço Natureza,Varziela,1539.0,3132,4410,7542,0,0,0,86,84,170,0.14685723299383546,0.21172425362951522,0.17890917260205372
49,Varziela,Árvore,858.71,2988,4224,7212,0,0,0,83,84,167,0.1451816831248061,0.20278110248708536,0.1741538461573298
50,Árvore,Azurara,664.57,2972,4189,7161,0,0,0,89,84,173,0.13465602116280814,0.20111125215314102,0.1669233009500218
51,Azurara,Santa Clara,1218.09,2974,4160,7135,0,0,0,94,84,178,0.12759732782240496,0.19973521073257844,0.16163992425192505
52,Santa Clara,Vila do Conde,670.57,2938,4003,6941,0,0,0,104,84,188,0.11391251850206473,0.1921952831527743,0.14888992398429665
53,Vila do Conde,Alto de Pega,730.41,2338,3047,5385,0,0,0,104,84,188,0.09066635964741415,0.1462662909214474,0.11550888213155668
54,Alto de Pega,Portas Fronhas,671.05,2210,2914,5125,0,0,0,102,84,186,0.0874021509573991,0.13990493740998367,0.11111308677469534
55,Portas Fronhas,São Brás,562.21,1817,2381,4199,0,0,0,92,84,176,0.0796730903629197,0.11431258473037549,0.0962055763110236
56,São Brás,Póvoa de Varzim,624.94,1730,2282,4012,0,0,0,103,84,187,0.06774903334704341,0.10954301075285977,0.08652279859885396
57,Sra da Hora,Fonte do Cuco,685.98,4698,6225,10923,2,2,4,101,98,199,0.18439270265352983,0.2516819113359094,0.21753882870831995
58,Fonte do Cuco,Cândido dos Reis,913.51,4483,6151,10635,2,2,4,101,98,199,0.17595929865485913,0.24869089299844346,0.21178630036114598
59,Cândido dos Reis,Pias,916.73,4285,5956,10242,2,2,4,101,98,199,0.16820030577558506,0.24079490160679096,0.20395982311031322
60,Pias,Araújo,1258.13,4104,5786,9890,2,2,4,101,98,199,0.16107648523841403,0.23392953759532156,0.19696331619070942
61,Araújo,Custió,651.69,3989,5600,9590,2,2,4,102,98,200,0.155079731128451,0.22641510046490207,0.19004627551467593
62,Custió,Parque de Maia,1418.51,3808,5418,9227,2,3,5,101,116,217,0.1494724536209871,0.18421217725970995,0.16808772086371282
