,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotramBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
0,Fânzeres,Venda Nova,440.45,219,486,706,40,72,112,0,0,0,0.025462962962823302,0.03131247759739,0.029223365227901893
1,Venda Nova,Carreira,583.47,300,922,1223,40,74,114,0,0,0,0.03478550153618319,0.05772403183712377,0.04967542471398673
2,Carreira,Baguim,786.02,375,1150,1525,40,65,105,0,0,0,0.0434228748672898,0.0819415237207477,0.06726775272895422
3,Baguim,Campainha,751.7,476,1308,1784,40,60,100,0,0,0,0.055123606732692225,0.100935337205777,0.08261064501654308
4,Campainha,Rio Tinto,859.99,621,1665,2287,40,59,99,0,0,0,0.07193831878360439,0.13070132333995615,0.1069586952363797
5,Rio Tinto,Levada,452.83,662,1944,2606,40,59,99,0,0,0,0.07663409780632761,0.15254898427754623,0.12187630287503366
6,Levada,Nau Vitória,1111.62,1140,2338,3479,45,69,114,0,0,0,0.11734465570033724,0.156911934140507,0.1412932715983347
7,Nau Vitória,Nasoni,499.02,1158,2406,3565,43,68,111,0,0,0,0.12478453482886054,0.16387026011667455,0.14872894311328713
8,Nasoni,Contumil,650.0,1184,2466,3651,43,59,102,0,0,0,0.12757616104694317,0.19351972058312372,0.1657199847002241
9,Contumil,Estádio do Dragão,619.19,1319,2827,4147,43,55,98,0,0,0,0.14210130271738805,0.23801652826070946,0.19593127623659906
10,Estádio do Dragão,Campanhã,1166.02,4783,4178,8961,90,104,194,50,88,138,0.1502290336252705,0.09433962290393559,0.11771497543345566
11,Campanhã,Heroismo,950.92,6987,7202,14190,104,106,210,85,114,199,0.1604767328030623,0.14076679464654035,0.14982847159442014
12,Heroismo,24 de Agosto,571.9,7331,7686,15018,111,102,213,85,120,205,0.1627201971376194,0.14841745662591413,0.1550714327172675
13,24 de Agosto,Bolhão,680.44,9312,9235,18547,99,102,201,86,124,210,0.21801976593936023,0.1749729054281839,0.1942262511824915
14,Bolhão,Trindade,451.8,12056,10421,22477,99,100,199,86,115,201,0.2822667114638758,0.2079266982166137,0.2421305357491139
15,Trindade,Lapa,857.4300000000001,15410,14735,30145,141,156,297,89,108,197,0.29337736807919923,0.24363987872000503,0.2667586919107504
16,Lapa,Carolina Michaelis,460.97,14069,14837,28906,140,158,298,89,107,196,0.2689473919913974,0.24458425812270998,0.25586527585159735
17,Carolina Michaelis,Casa da Música,627.48,13411,13956,27367,140,159,299,105,105,210,0.23830191800945658,0.23112192663323428,0.23458563364356988
18,Casa da Música,Francos,871.87,12700,10829,23530,139,160,299,92,103,195,0.24035919240022316,0.18018622544852117,0.20833769497083252
19,Francos,Ramalde,965.03,11822,10033,21856,141,165,306,93,104,197,0.22090286551677918,0.16332806017091292,0.19013406252068293
20,Ramalde,Viso,621.15,11000,9852,20852,140,168,308,104,104,208,0.19632325828069624,0.15870345059493812,0.1765501813610618
21,Viso,Sete Bicas,743.81,10480,9509,19989,140,162,302,105,104,209,0.18621388087268503,0.1564432654640799,0.17075586571006757
22,Sete Bicas,Sra da Hora,674.5,9736,6284,16021,138,161,299,104,107,211,0.17512142146043175,0.10249901486704989,0.13703615225749768
23,Sra da Hora,Vasco da Gama,824.48,2733,2417,5150,86,93,179,0,0,0,0.14712720974440377,0.1203352585455434,0.13320736917739812
24,Vasco da Gama,Estádio do Mar,661.6,2348,2372,4721,86,95,181,0,0,0,0.1264448757050162,0.11564176377354674,0.1207747340835267
25,Estádio do Mar,Pedro Hispano,786.97,2292,2331,4623,93,92,185,0,0,0,0.11411581699756768,0.11733278167937859,0.1157156048393331
26,Pedro Hispano,Parque de Real,656.68,2072,2234,4307,100,94,194,0,0,0,0.09594986605259348,0.11006603324777738,0.10278965840489908
27,Parque de Real,C. Matosinhos,723.67,1912,2069,3982,104,93,197,0,0,0,0.085154906110123,0.10303169111219998,0.09359420055272787
28,C. Matosinhos,Matosinhos Sul,616.61,1326,1389,2716,103,93,196,0,0,0,0.05961245347924618,0.06919503690870338,0.06415929153506006
29,Matosinhos Sul,Brito Capelo,535.72,653,605,1259,96,93,189,0,0,0,0.03152469051495837,0.03013748328157955,0.03084209647948625
30,Brito Capelo,Mercado,487.53,357,363,720,88,93,181,0,0,0,0.018786927726784843,0.018084394572436723,0.018425957653003765
31,Mercado,Sr. de Matosinhos,708.96,83,59,143,89,92,181,0,0,0,0.004318262958660981,0.003019323671483842,0.003658028624847187
33,Fonte do Cuco,Custoias,689.2,3435,2801,6236,55,64,119,63,65,128,0.12491140768948977,0.09354153261829318,0.10856028077241849
34,Custoias,Esposade,1779.24,3328,2723,6051,55,63,118,67,65,132,0.11680117138546857,0.09160540566731575,0.1039367216178599
35,Esposade,Crestins,2035.56,3305,2715,6020,55,47,102,71,65,136,0.11208926124025763,0.10334368122378808,0.1079686751894562
36,Crestins,Verdes,591.8199999999999,3260,2693,5954,57,42,99,59,65,124,0.12100241232082555,0.1069383486712811,0.11420668784140013
37,Verdes,Pedras Rubras,960.78,2633,1392,4026,0,0,0,59,65,124,0.17997261895711486,0.08639446261030281,0.13091955313015693
38,Pedras Rubras,Lidador,1147.58,2427,1267,3694,0,0,0,62,64,126,0.15787379099030463,0.07984993062021653,0.11824262381819639
39,Lidador,Vilar do Pinheiro,1987.51,2353,1217,3570,0,0,0,62,64,126,0.15303402574673636,0.07668329883445044,0.11425270414049589
40,Vilar do Pinheiro,Modivas Sul,2037.38,2287,1206,3493,0,0,0,61,57,118,0.15122656714820293,0.08532101424736588,0.11939083396729011
41,Modivas Sul,Modivas Centro,1051.08,2283,1229,3512,0,0,0,63,48,111,0.14612302309976813,0.1032944090230434,0.12760254133686014
42,Modivas Centro,Modivas Norte,852.51,2266,1227,3493,0,0,0,63,44,107,0.14507805456319992,0.11245838125059768,0.131664357126242
43,Modivas Norte,Mindelo,1834.12,2136,960,3097,0,0,0,64,44,108,0.1346366344646445,0.08806271031288168,0.11566207277318556
44,Mindelo,Espaço Natureza,776.86,1972,973,2946,0,0,0,65,43,108,0.12238198577234345,0.0912965028939074,0.11000535833000318
45,Espaço Natureza,Varziela,1539.0,1966,967,2934,0,0,0,66,43,109,0.12017183401137907,0.09074944688019748,0.10856483725320651
46,Varziela,Árvore,858.71,1808,926,2735,0,0,0,66,36,102,0.11051646016666085,0.10377526690559613,0.10813721548628506
47,Árvore,Azurara,664.57,1797,939,2736,0,0,0,71,42,113,0.1020716719598378,0.09017518956783473,0.09764997053980126
48,Azurara,Santa Clara,1218.09,1758,943,2702,0,0,0,74,41,115,0.09583150753442281,0.09279210575775368,0.0947478947270886
49,Santa Clara,Vila do Conde,670.57,1652,924,2576,0,0,0,74,43,117,0.0900275693755385,0.08669497344288553,0.08880276916097374
50,Vila do Conde,Alto de Pega,730.41,1316,707,2024,0,0,0,75,43,118,0.07078550870245087,0.06635170887397032,0.06916980198529271
51,Alto de Pega,Portas Fronhas,671.05,1294,611,1905,0,0,0,82,43,125,0.06363540908114969,0.057376598238876704,0.06148237815140778
52,Portas Fronhas,São Brás,562.21,1005,494,1499,0,0,0,77,43,120,0.052654830615001744,0.04633318286673231,0.050389573505205204
53,São Brás,Póvoa de Varzim,624.94,951,467,1419,0,0,0,77,43,120,0.049846258852406344,0.04388597149285189,0.04771048921523266
55,Fonte do Cuco,Cândido dos Reis,913.51,2481,1383,3865,6,6,12,42,41,83,0.211884858019272,0.1206806474314819,0.16677072830843212
56,Cândido dos Reis,Pias,916.73,2310,1310,3620,6,6,12,42,43,85,0.19726714204964368,0.10953343635423606,0.1529407175769724
57,Pias,Araújo,1258.13,2218,1293,3511,6,6,12,40,43,83,0.1978160909856558,0.10812603968482026,0.15153144248902164
58,Araújo,Custió,651.69,2121,1256,3378,6,6,12,41,41,82,0.1850626033142472,0.10964709150592847,0.14735484741008784
59,Custió,Parque de Maia,1418.51,1957,1220,3177,6,6,12,44,54,98,0.16032703196801634,0.08309202914157388,0.1181487258438794
60,Parque de Maia,Forum,824.81,1706,1082,2788,5,3,8,55,45,100,0.11593738099730613,0.09166674690377634,0.10513416751056007
61,Forum,Zona Industrial,1119.4,704,620,1325,5,3,8,55,46,101,0.04787045775901776,0.051499353470975215,0.04950438241928662
62,Zona Industrial,Mandim,1194.23,653,526,1180,5,3,8,55,46,101,0.04442901496815461,0.04363043457184918,0.04406945098332274
63,Mandim,Castêlo da Maia,1468.1,618,486,1104,5,3,8,55,46,101,0.04199356326484336,0.04032117183641279,0.04124056240358107
64,Castêlo da Maia,ISMAI,702.48,316,329,645,1,3,4,45,46,91,0.027840334057667945,0.027289316522920187,0.027556829986358666
65,Santo Ovídio,D. João II,463.71,1570,2721,4292,129,163,292,0,0,0,0.05638099339617612,0.07729027780707572,0.06805295695431528
66,D. João II,João de Deus,716.25,2505,4178,6683,129,162,291,0,0,0,0.0899045219673155,0.11941772716545726,0.10633455372710576
67,João de Deus,C.M.Gaia,405.01,4704,6273,10977,129,146,275,0,0,0,0.16882817634395542,0.19893690117098498,0.18481317207030565
68,C.M.Gaia,General Torres,488.39,5218,7275,12493,127,143,270,0,0,0,0.19022718997606639,0.23554721800300793,0.2142300196347799
